Risk,Return
0.13485827,0.27408423
0.13489770,0.27415722
0.13499496,0.27433715
0.13517066,0.27467157
0.13525674,0.27483656
0.17370382,0.33160833
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
0.38132143,0.39411144
