Date,AAPL,ABBV,ACN,ADBE,ADSK,AEP,AMD,AMGN,AMT,AMZN,APD,AVGO,BA,BAC,BDX,BKNG,BLK,CAT,CHTR,CL,CMCSA,CME,CMG,COST,CRM,CRWD,CSCO,CVS,CVX,DD,DDOG,DE,DHR,DIS,DPZ,DUK,ECL,EQIX,FDX,GE,GILD,GIS,GOOGL,GS,HD,HON,IBM,ICE,INTC,ISRG,JNJ,JPM,KHC,KO,LIN,LLY,LMT,LOW,LULU,MA,MAR,MCD,MDLZ,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLD,PSA,PYPL,QCOM,RTX,SBUX,SHW,SNOW,SO,SPG,SRE,SYK,T,TMO,TMUS,TSLA,TXN,UL,UNH,UPS,V,VRTX,VZ,WFC,WMT,XEL,XOM,ZS
2011-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-04,0.00520552,0,-0.00660771,0.00700638,-0.0190238,0.00714704,0.0348063,0.021372,-0.00310388,0.0042791,-0.0149126,0.00716845,0.00809971,0.0035176,-0.0164214,-0.0160173,-0.000789319,-0.00468416,0.0292104,-0.00137995,0.00312474,0.00173663,-0.00565021,-0.00193346,-0.00668425,0,0.00146392,-0.000856137,-0.00370542,-0.0068848,0,-0.00684279,-0.00573812,0.0304673,-0.00739367,0.00502683,-0.0151577,-0.0133886,-0.00075139,0.0178914,0.0111458,0.0053378,-0.00369682,0.00017328,-0.0182915,-0.0135573,0.001084,-0.0099532,0.0142857,0.00998711,0.00840154,0.0143692,0,-0.0209165,-0.00695533,0.000857153,0.00627763,-0.0241365,-0.0631425,0.012822,-0.0199648,-0.0303512,-0.00221275,0,-0.00138338,-0.00449967,0.008565,0.00846583,0.0039238,0.00990618,0.0164549,-0.0249335,0,-0.00316541,-0.00443747,0,-0.00518448,0.0173817,0.00277533,-0.00185902,-0.0248404,0,0.015621,0.00164427,-0.02343,-0.012228,0,0.00208042,-0.0300722,0.000190118,-0.00403921,0.00705305,0.00459446,0.0630072,0.00187632,-0.00183521,-0.00355174,0.00911576,-0.00219582,0.0011338,-0.0139902,0.0198405,0.00221409,0.00384157,0.00423499,0.00468396
2011-01-05,0.00814656,0,0.000207021,0.0222825,0.0679716,-0.0151791,0.0158374,-0.000352442,-0.0138905,0.0129423,-0.00438202,-0.000356821,0.00803421,0.0180938,0.00023984,0.0574786,0.0102609,0.0086063,-0.000757832,-0.00629475,0.0132803,-0.0179206,-0.00617996,-0.0186996,0.0468615,0,0.0121087,0.0105101,-0.00174789,-0.00172872,0,0.0145884,-0.00106635,0.0245735,0.0310526,-0.0100781,0.00200777,0.00593213,0.00802152,0.00161116,0.0144931,0.0257238,0.0114764,0.00530169,-0.00317748,0.0165044,-0.00400423,-0.00271607,-0.00997822,0.00707833,-0.000631715,0.0121537,0,-0.00596726,-0.000740635,-0.00716276,0.0226401,0.00487434,0.0190145,0.0290334,0.00991196,0.00469885,-0.00221772,0,0,0.00368314,0.00576002,0.0125655,-0.00320905,-0.00780289,-0.0090834,0.00652872,0,0.0739266,-0.0140757,0,0.0178796,0.00664828,-0.00231224,0.0169104,0.00985336,0,0.020583,0.00138934,-0.00401102,-0.0134684,0,-0.0104437,0.00315994,-0.0109224,0.00550375,0.00334127,-0.00353214,0.0241317,0.00598149,0.00397151,-0.013021,0.0031969,0.00150975,0.0208852,0.0373332,0.0136314,0.0224936,-0.00659413,-0.00593447,-0.0026738
2011-01-06,-0.000808729,0,0.00372123,0.0015506,0.000484767,0.00499307,-0.0250013,-0.00317807,-0.00276204,-0.00835839,-0.00519381,0.018758,0.0193727,-0.00414644,-0.00144008,0.00854282,-0.0108395,-0.0104224,-0.0088844,-0.00595374,0.00087861,0.00729591,0.0245823,-0.00480093,0.00798507,0,0.00862946,-0.0102247,-0.00823613,0.0188524,0,0.00011839,0.000640068,-0.00778768,-0.00480801,-0.00169007,-0.00502652,-0.0101916,-0.00823597,-0.00430102,-0.000533231,-0.0105117,0.00724712,-0.0103408,-0.00405961,-0.0001842,0.0108894,-0.0273142,-0.00815166,-0.0182558,-0.00158094,-0.00493353,0,-0.00727134,-0.0153571,0.00459003,0.0173678,-0.0225373,-0.0221444,0.00424938,-0.0169827,-0.0060456,-0.00828011,0,-0.00613444,0.00407684,0.0135839,-0.00104098,0.0288649,-0.0044035,-0.00972835,-0.00903305,0,0.129622,0.0041795,0,0.00374712,0.00385789,-0.00169904,-0.00122017,-0.00215921,0,0.0122257,-0.00101022,-0.0121289,0.00314303,0,-0.00552735,-0.029961,-0.00250804,-0.000366166,-0.00890314,0.00106077,-0.0696944,0.0383889,0.0136266,-0.0141893,0.0205378,-0.00563987,0.0148703,-0.0175251,-0.0259373,-0.00681944,-0.00830508,-0.000850757,0.00640504
2011-01-07,0.00713599,0,0.00164972,-0.00715287,-0.0121923,-0.00388146,0.0159821,0.00757504,-0.00237304,-0.00199277,0.0018096,-0.0084512,0.00839482,-0.0132454,-0.000240783,0.00744955,-0.00830036,0.00202967,-0.00102043,-0.00483923,-0.00263929,-0.0192504,-0.00993891,0,-0.00784426,0,0.000954048,0.000570702,0.00549844,-0.0116696,0,0.00106823,-0.000640068,-0.00505699,0.0018061,0.00281434,-0.00728322,0.0020707,0.000536825,-0.0070291,-0.000266901,-0.00950014,0.00478076,-0.00886564,-0.00116272,-0.00110381,-0.00492291,-0.00402586,-0.00531028,-0.00477539,-0.0096972,-0.0190652,0,-0.0017471,0.0132386,-0.00114538,0.00613047,-0.00581906,0.000149297,-0.00012964,-0.00146886,0.00215314,-0.00256211,0,0.00104457,-0.00775998,0.00779451,-0.0210536,-0.00766268,0.00210835,0.00733303,-0.00274927,0,0.0275525,-0.00450146,0,-0.00675517,0.00876203,-0.00294126,-0.00796821,-0.000294803,0,-0.0180082,-0.000885021,0.0253336,-0.0022955,0,0.00500219,0.0166413,-0.00232074,-0.00587351,-0.0103451,-0.00371841,-0.0266682,0.0128298,-0.000903003,-0.0110274,0.00208305,-0.00470117,-0.00287407,-0.00110561,-0.00831521,-0.0204247,0.00222137,0.00889673,0.00543879
2011-01-10,0.0186576,0,-0.00889832,0.0283095,0.0026951,-0.00668923,0.0399609,-0.00952192,-0.00178403,-0.00437634,0.000112954,0.0216874,-0.00418846,0.0104715,-0.00204445,-6.81116e-05,0.0148077,-0.00363417,-0.000765959,-0.00563329,0.000880271,0.0231645,-0.0026343,-0.0024094,0.00294868,0,-0.00862064,0.00370215,-0.00859019,0.0161869,0,0.00284147,-0.0126674,0.00126665,0.00240195,-0.0118743,0.00506344,0.0441612,0.0097211,0.00433083,-0.0226543,0.00615755,-0.00362418,-0.00546316,0.000290808,-0.00739405,-0.00196228,0.000613724,0.00145106,0.0155111,-0.00705379,-0.0055152,0,0.00222247,-0.0118423,-0.011817,-0.000543431,0.0132513,0.0206802,-0.00385896,-0.00688464,-0.0109505,0.000641506,0,0.0106125,-0.00616921,-0.00402423,-0.00533357,-0.0133759,0.013316,0.0467431,0.00763243,0,0.0375351,0.000321953,0,-0.00513428,-0.00437137,-0.00217299,0.00582898,-0.00611253,0,-0.000773468,-0.00787091,-0.000305326,-0.000604948,0,-0.00843892,0.00606681,-0.00193815,0.00697118,-0.017836,-0.00408844,0.0176047,0.00740878,0.00480469,-0.00336589,0,-0.000138867,-0.015888,0.00358872,-0.000278094,-0.00956964,-0.00649312,-0.00634649,-0.00610406
2011-01-11,-0.00236816,0,0.0136255,0.000606626,-0.00171421,0.00446476,-0.0946575,-0.00443962,0.00118944,-0.00184274,-0.00214878,0.0116961,-0.00188371,0.0199387,0.0110156,-0.0214514,0.0117008,0.00597843,-0.00281368,0.00409954,-0.00529557,-0.0128812,-0.0129597,0.00833615,-0.0107132,0,0.00431923,0.00425513,0.0155841,-0.000281895,0,0.0126878,0.00860562,-0.0025349,-0.0145017,0.00340664,-0.0101526,0.0142203,-0.00800544,0.00646248,0.0138155,0.00611944,0.00292633,-0.00235893,0.0135745,0.00185354,-0.00244135,-0.0142126,0.0172499,0.0340623,0.00176821,0.004598,0,-0.00588465,0.00128699,0.0121031,0.000815076,0.00328474,-0.0171046,-0.00348112,0.00516859,0.00461113,0.00255934,0,0.00674724,-0.00703785,-0.00674298,-0.00321376,-0.00390542,-0.00302824,-0.00656826,-0.00178343,0,-0.015633,-0.00161216,0,0.00422992,-0.00219307,-0.00498437,-0.00798471,-0.00366606,0,0.00732433,0.00584583,-0.0156851,0.00747594,0,0.00211675,0.000307822,0.00290617,0.0585793,-0.0152888,-0.00142618,-0.0176047,-0.0537942,0.00358879,0.00370203,0.0162521,-0.00542058,0.000974722,0.0136838,-0.0157132,0.00638977,0.0103687,-0.00340139,0.00742598
2011-01-12,0.00810427,0,0.0227055,0.0177315,-0.00663965,0.000834917,0.00358218,0.0116779,0.00454713,-0.00141138,0.00372939,-0.0372806,0.0171094,0.0202162,-0.00405657,0.00700217,0.00216938,-0.00490844,0.0210373,0.00255452,-0.00310189,0.0130713,-0.0142318,0.00589227,0.00367801,0,0.0114292,-0.0148282,0.00672888,0.0100928,0,0.020682,0.00895715,-0.00585482,0.0282049,0.00396096,0.0105561,0.00435293,0.01795,0.00214491,0.0173361,0.0165019,0.00139514,0.0135471,-0.000861136,0.0132454,0.0122818,0.0256291,0.0118065,0.00433238,0.00368688,0.0251401,0,0.00556742,0.0044913,0.00343201,0.00797883,0.00204814,0.0801342,0.0148415,0.00196148,-0.00406827,0.00668958,0,0.0104309,-0.000415759,0.00539805,0.0264709,0.0155316,0.0163557,0.0119826,-0.00345754,0,0.139484,-0.00161484,0,0.00601233,0.00819905,0.0144179,0.000924284,0.00544465,0,0.00517206,0.0064414,-0.00186185,-0.00132237,0,0.00632217,0.00143387,0.00386076,-0.0032811,0.00464711,0.0102931,0.00154316,0,0.00476438,0.00836253,-0.00564552,0.00278346,0.0101043,0.0113514,0.00310583,0.0192407,0.0102618,0.00255234,0.0116902
2011-01-13,0.0036513,0,-0.000400919,-0.00567585,0.013479,-0.00781939,-0.0156159,-0.00936659,0.000985398,0.00784607,0.00236622,0.00636946,-0.00457196,-0.0147849,-0.0061166,0.012063,0.0101116,0.0069289,0.00375521,-0.00127621,0.000443897,-0.00423152,0.0535327,0.00153799,0.0154823,0,-0.00189551,0.00143519,-0.00292479,-0.00559451,0,0.0228358,-0.0044684,0.00229511,0.00648829,0.00506897,-0.00974003,-0.00504166,0.00660957,-0.00375625,0.00790109,-0.00904233,-0.000291891,-0.000582654,0.0125538,-0.00237861,-0.00187995,0.0081989,-0.000469603,-0.0110455,0.00653867,-0.00583253,0,0.00569505,-0.00878801,-0.0037181,-0.00540284,0.00449076,-0.0150753,0.0029164,0.00756518,-0.012716,-0.00190682,0,-0.00701741,0.00249074,-0.0685126,-0.0143838,-0.0126895,0.00242106,0.0136178,-0.0140723,0,0.00171218,0.00772716,0,0.00269379,-0.00819905,0.00781892,-0.00494154,0.0104093,0,-0.00902048,0.000880907,0.00650099,0.00575755,0,0.00523799,0.00449271,0.00115511,-0.00277177,0.00142559,-0.00176708,-0.000771235,-0.0278316,-0.00536155,-0.00100026,0.0188634,0.00416097,-0.0204526,0.0353786,0.00926058,-0.00375602,-0.00109434,-0.00383105,0.00169609
2011-01-14,0.00806767,0,0.0026032,0.012208,0.00872514,-0.00618653,-0.00729048,0.00319064,-0.017893,0.0172068,-0.00146407,0.0230139,0.00343098,0.0319809,-0.00518568,-0.00346441,0.0164615,-0.00138253,0.022484,0,0.00795357,0.0106573,0.0226045,0.0126289,0.0180496,0,0.00614766,0.00629124,0.00702612,0.00782354,0,0.000558801,0.00552915,0.000764126,0.00877906,0.00671872,-0.00429122,0.00755293,0.00208915,0.011758,0.00262005,-0.0146956,0.0120723,0.0197945,0.0174259,0.00784572,0.0078979,-0.000688058,-0.00991295,0.0323263,-0.0057389,0.0102958,0,-0.00426777,0.000968494,0.000286094,0.00889901,0.0226546,0.000696461,0.0144554,0.0183091,0.0189473,-0.00318573,0,0.000681044,0.00165712,-0.0133487,0.0237442,0.00389409,0.00722809,-5.22246e-05,0.0181243,0,0.00851402,0.00384764,0,-0.00194441,0.00656444,0.000763332,0.00617298,0.0131993,0,0.00327206,-0.00529723,0.0089077,0.00798146,0,0.00573086,0.00801666,0.00747775,0.00294479,0.0123869,0.00194332,0.00768653,-0.0180876,0.0165881,0.00664699,0.0291177,0.00317789,-0.000280985,0.0223172,-0.00954206,0.0266104,0.000365479,0.00085257,0.0146231
